"level","progress","time left","kills"
"GE/LVL-1.txt","0.38221154","0","0"
"GE/LVL-2.txt","0.13634616","0","0"
"GE/LVL-3.txt","1.0","11","0"
"GE/LVL-4.txt","0.21874875","19","0"
"GE/LVL-5.txt","0.78953445","12","0"
"GE/LVL-6.txt","0.100562625","19","0"
"GE/LVL-7.txt","0.74301815","13","0"
"GE/LVL-8.txt","0.52807695","0","0"
"GE/LVL-9.txt","0.102064006","19","0"
