"level","progress","time left","kills","lives left"
"GE/LVL-1.txt","0.22800095","38","0","0"
"GE/LVL-2.txt","0.37626353","36","0","0"
"GE/LVL-3.txt","0.4200851","34","0","0"
"GE/LVL-4.txt","0.34573042","34","0","0"
"GE/LVL-5.txt","0.4210182","34","0","0"
"GE/LVL-6.txt","0.5596339","31","0","0"
"GE/LVL-7.txt","0.066586204","39","0","0"
"GE/LVL-8.txt","0.7039418","31","0","0"
"GE/LVL-9.txt","0.11293143","39","0","0"
