"Level","Mario Type","Progress","Time Left","Kills","Mario Alive","Distance"
"geLVL-1.txt","0","0.3981037","18","0","false","828.0557"
"geLVL-1.txt","1","0.3981037","18","0","false","828.0557"
"geLVL-1.txt","2","0.3981037","18","0","false","828.0557"
"geLVL-2.txt","0","1.0","14","0","true","2080.0"
"geLVL-2.txt","1","1.0","14","0","true","2080.0"
"geLVL-2.txt","2","1.0","14","1","true","2080.0"
"geLVL-3.txt","0","1.0","14","0","true","2080.0"
"geLVL-3.txt","1","1.0","14","0","true","2080.0"
"geLVL-3.txt","2","1.0","14","0","true","2080.0"
"geLVL-4.txt","0","0.9946277","14","0","false","2068.8257"
"geLVL-4.txt","1","0.9946277","14","0","false","2068.8257"
"geLVL-4.txt","2","0.99463135","14","1","false","2068.8333"
"geLVL-5.txt","0","1.0","14","0","true","2080.0"
"geLVL-5.txt","1","1.0","14","0","true","2080.0"
"geLVL-5.txt","2","1.0","14","0","true","2080.0"
"geLVL-6.txt","0","0.18200874","19","0","false","378.5782"
"geLVL-6.txt","1","0.18200874","19","0","false","378.5782"
"geLVL-6.txt","2","1.0","14","2","true","2080.0"
"geLVL-7.txt","0","1.0","14","0","true","2080.0"
"geLVL-7.txt","1","1.0","14","0","true","2080.0"
"geLVL-7.txt","2","1.0","14","0","true","2080.0"
"geLVL-8.txt","0","1.0","14","0","true","2080.0"
"geLVL-8.txt","1","1.0","14","0","true","2080.0"
"geLVL-8.txt","2","1.0","14","0","true","2080.0"
"geLVL-9.txt","0","1.0","14","0","true","2080.0"
"geLVL-9.txt","1","1.0","14","0","true","2080.0"
"geLVL-9.txt","2","1.0","14","0","true","2080.0"
