"Level","Mario Type","Progress","Time Left","Kills","Mario Alive"
"ge/LVL-1.txt","0","0.38221154","0","0","true"
"ge/LVL-1.txt","1","0.38221154","0","0","true"
"ge/LVL-1.txt","2","0.38221154","0","0","true"
"ge/LVL-2.txt","0","0.13634616","0","0","true"
"ge/LVL-2.txt","1","0.13634616","0","0","true"
"ge/LVL-2.txt","2","0.13634616","0","1","true"
"ge/LVL-3.txt","0","1.0","11","0","true"
"ge/LVL-3.txt","1","0.43018097","16","0","false"
"ge/LVL-3.txt","2","0.43018097","16","0","false"
"ge/LVL-4.txt","0","0.21874875","19","0","false"
"ge/LVL-4.txt","1","0.080658585","19","0","false"
"ge/LVL-4.txt","2","0.080658585","19","0","false"
"ge/LVL-5.txt","0","0.78953445","12","0","false"
"ge/LVL-5.txt","1","0.33519334","16","0","false"
"ge/LVL-5.txt","2","0.6093368","13","1","false"
"ge/LVL-6.txt","0","0.100562625","19","0","false"
"ge/LVL-6.txt","1","0.16682692","0","0","true"
"ge/LVL-6.txt","2","0.16682692","0","1","true"
"ge/LVL-7.txt","0","0.74301815","13","0","false"
"ge/LVL-7.txt","1","0.73631793","0","0","true"
"ge/LVL-7.txt","2","0.73631793","0","1","true"
"ge/LVL-8.txt","0","0.52807695","0","0","true"
"ge/LVL-8.txt","1","0.95913464","0","0","true"
"ge/LVL-8.txt","2","0.5283654","0","1","true"
"ge/LVL-9.txt","0","0.102064006","19","0","false"
"ge/LVL-9.txt","1","0.09260037","19","0","false"
"ge/LVL-9.txt","2","0.09260037","19","1","false"
"ge/LVL-10.txt","0","0.3283654","0","0","true"
"ge/LVL-10.txt","1","0.20528845","0","0","true"
"ge/LVL-10.txt","2","0.3283654","0","4","true"
"ge/LVL-11.txt","0","0.2926289","17","0","false"
"ge/LVL-11.txt","1","0.6656714","0","0","true"
"ge/LVL-11.txt","2","0.6822115","0","1","true"
"ge/LVL-12.txt","0","1.0","12","0","true"
"ge/LVL-12.txt","1","1.0","10","0","true"
"ge/LVL-12.txt","2","1.0","11","3","true"
"ge/LVL-13.txt","0","0.19759615","0","0","true"
"ge/LVL-13.txt","1","0.19759615","0","0","true"
"ge/LVL-13.txt","2","0.19759615","0","1","true"
"ge/LVL-14.txt","0","0.6175087","9","0","false"
"ge/LVL-14.txt","1","0.30960518","17","0","false"
"ge/LVL-14.txt","2","0.30960518","17","0","false"
"ge/LVL-15.txt","0","0.3536231","17","0","false"
"ge/LVL-15.txt","1","0.6234897","16","0","false"
"ge/LVL-15.txt","2","1.0","12","0","true"
"ge/LVL-16.txt","0","0.3514423","0","0","true"
"ge/LVL-16.txt","1","0.3514423","0","0","true"
"ge/LVL-16.txt","2","0.3514423","0","0","true"
"ge/LVL-17.txt","0","0.5745192","0","0","true"
"ge/LVL-17.txt","1","0.57449096","0","0","true"
"ge/LVL-17.txt","2","0.5745192","0","2","true"
"ge/LVL-18.txt","0","0.31298077","0","1","true"
"ge/LVL-18.txt","1","0.31298077","0","1","true"
"ge/LVL-18.txt","2","0.31298077","0","1","true"
"ge/LVL-19.txt","0","0.3326549","17","0","false"
"ge/LVL-19.txt","1","0.26628175","0","0","true"
"ge/LVL-19.txt","2","0.26628175","0","0","true"
"ge/LVL-20.txt","0","0.089326926","0","0","true"
"ge/LVL-20.txt","1","0.08990385","0","0","true"
"ge/LVL-20.txt","2","0.08810912","0","1","true"
"ge/LVL-21.txt","0","1.0","11","0","true"
"ge/LVL-21.txt","1","0.9514423","0","0","true"
"ge/LVL-21.txt","2","0.9514423","0","0","true"
"ge/LVL-22.txt","0","1.0","10","0","true"
"ge/LVL-22.txt","1","0.25913462","0","0","true"
"ge/LVL-22.txt","2","0.25913462","0","1","true"
"ge/LVL-23.txt","0","0.9612033","13","0","false"
"ge/LVL-23.txt","1","1.0","12","0","true"
"ge/LVL-23.txt","2","1.0","12","1","true"
"ge/LVL-24.txt","0","0.46682692","0","0","true"
"ge/LVL-24.txt","1","0.46418917","0","0","true"
"ge/LVL-24.txt","2","0.23313315","0","1","true"
"ge/LVL-25.txt","0","0.59804916","15","0","false"
