"level","progress","time left","kills","lives left"
"ORIGINAL/LVL-2.txt","0.35963264","6","3","false"
"ORIGINAL/LVL-2.txt","0.25907922","11","0","false"
"ORIGINAL/LVL-2.txt","0.39064535","0","7","true"
